packageName,policyEntity,policyAction,policyData,policySentences,contradictionNum,contradictoryEntity,contradictoryAction,contradictoryData,contradictionSentences
tv.telepathic.hooked,we,collect,pii,"For example, we use Personal Data to provide support and assistance for the Services||We may share your Personal Information with third parties as described in this section information that's been de-identified.||Moreover, if we, or substantially all of our assets, were acquired, or if we go out of business or enter bankruptcy, user information would be one of the assets that is transferred or acquired by a third party, and we would share Personal Data with the party that is acquiring our assets.||For example, we use Personal Data to personalize content and communications based on your preferences||Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: account information for third party services: If you interact with a third party service when using our Services, such as if you use a third party service to log-in to our Services (e.g., Facebook Connect), or if you share content from our Services through a third party social media service, the third party service will send us information about you, such as information from your public profile, if the third party service and your account settings allow such sharing.||Information we collect directly from you: We receive Personal Data directly from you when you provide us with such Personal Data, including without limitation the following: user content, for example, comments you submit publically, photographs you upload, bio, website (which can include Personal Data if you include Personal Data in such content)||If you believe that a child under 13 may have provided us personal information, please contact us at privacy@hooked.co.||You can recognize when an affiliated business is associated with such a transaction or service, and we will share your Personal Information with that affiliated business only to the extent that it is related to such transaction or service We have no control over the policies and practices of third party websites or businesses as to privacy or anything else, so if you choose to take part in any transaction or service relating to an affiliated website or business, please review all such business' or websites' policies.||For example, we use Personal Data to enforce our Terms of Use||We collect Personal Data about you when you provide such information directly to us, when third parties such as our business partners or service providers provide us with Personal Data about you, or when Personal Data about you is automatically collected in connection with your use of our Services.||For example, we use Personal Data to contact you about Service announcements, updates or offers||For example, through the registration process, we may collect Personal Information such as your name, email address and phone number, Certain information may be required to register with us or to take advantage of some of our features.||We gather various types of Personal Information from our users, as explained in more detail below, and we use this Personal Information internally in connection with our Services, including to personalize, provide, and improve our services, to allow you to set up a user account, to contact you, to fulfill your requests, and to analyze how you use the Services.||For example, we use Personal Data to respond to user inquiries||We do not rent or sell your Personal Information in personally identifiable form to anyone.||For example, we use Personal Data to meet contract or legal obligations||In certain cases, we may also share some Personal Information with third parties, but only as described below.||Information we collect directly from you: We receive Personal Data directly from you when you provide us with such Personal Data, including without limitation the following: relationship graph when you decide to follow a specific author or another user||Information we collect directly from you: We receive Personal Data directly from you when you provide us with such Personal Data, including without limitation the following: first and last name||For example, we use Personal Data to create and manage user profiles||We share Personal Data with vendors, third party service providers and agents who work on our behalf and provide us with services related to the purposes described in this Privacy Policy or our Terms of Use.||Information we collect directly from you: We receive Personal Data directly from you when you provide us with such Personal Data, including without limitation the following: birthdate||We also share Personal Data when we believe it is necessary to protect us, our business or our users, for example to enforce our terms of use, prevent spam or other unwanted communications and investigate or protect against fraud||If we learn that we have collected personal information from a child under age 13, we will delete that information as quickly as possible.||If you believe that an EU resident under age 16 may have provided us Personal Data, please contact us at privacy@hooked.co.||For example, we use Personal Data to protect against or deter fraudulent, illegal or harmful actions||Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: information from our advertising partners: We receive information about you from some of our service providers who assist us with marketing or promotional services related to how you interact with our websites, applications, products, services, advertisements or communications.||For example, we use Personal Data to fulfill user requests||Information we collect directly from you: We receive Personal Data directly from you when you provide us with such Personal Data, including without limitation the following: email address||We also share Personal Data when necessary to complete a transaction initiated or authorized by you or provide you with a product or service you have requested.||If we learn that we have collected Personal Data from an EU resident under age 16, we will delete that information as quickly as possible.||For example, we use Personal Data to process orders||For example, we use Personal Data to resolve disputes||We also share Personal Data when we believe it is necessary to comply with applicable law or respond to valid legal process, including from law enforcement or other government agencies||For example, we use Personal Data to comply with our legal or contractual obligations||Information we collect directly from you: We receive Personal Data directly from you when you provide us with such Personal Data, including without limitation the following: social relationships with other users on the platform (when you decide to follow a user or a writer)||For example, we use Personal Data to communicate with you about the Services||What Personal Information can I access ?||We also share Personal Data when we believe it is necessary to maintain the security of our products and services",N1,we,not_collect,email address,"Please note that if you've opted not to receive legal notice emails from us (or you haven't provided us with your email address), those legal notices will still govern your use of the Services, and you are still responsible for reading and understanding them."
tv.telepathic.hooked,we,collect,email address,"For example, through the registration process, we may collect Personal Information such as your name, email address and phone number, Certain information may be required to register with us or to take advantage of some of our features.||For example, if you've given us your email address, we may send you promotional email offers on behalf of other businesses, or email you about your use of the Services.",C1,we,not_collect,email address,"Please note that if you've opted not to receive legal notice emails from us (or you haven't provided us with your email address), those legal notices will still govern your use of the Services, and you are still responsible for reading and understanding them."
tv.telepathic.hooked,we,collect,account information,"Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: account information for third party services: If you interact with a third party service when using our Services, such as if you use a third party service to log-in to our Services (e.g., Facebook Connect), or if you share content from our Services through a third party social media service, the third party service will send us information about you, such as information from your public profile, if the third party service and your account settings allow such sharing.",N1,we,not_collect,email address,"Please note that if you've opted not to receive legal notice emails from us (or you haven't provided us with your email address), those legal notices will still govern your use of the Services, and you are still responsible for reading and understanding them."
tv.telepathic.hooked,we,not_collect,email address,"Please note that if you've opted not to receive legal notice emails from us (or you haven't provided us with your email address), those legal notices will still govern your use of the Services, and you are still responsible for reading and understanding them.",C1,we,collect,email address,"For example, through the registration process, we may collect Personal Information such as your name, email address and phone number, Certain information may be required to register with us or to take advantage of some of our features.||For example, if you've given us your email address, we may send you promotional email offers on behalf of other businesses, or email you about your use of the Services."
tv.telepathic.hooked,we,collect,information about you,"Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: account information for third party services: If you interact with a third party service when using our Services, such as if you use a third party service to log-in to our Services (e.g., Facebook Connect), or if you share content from our Services through a third party social media service, the third party service will send us information about you, such as information from your public profile, if the third party service and your account settings allow such sharing.||Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: information from our advertising partners: We receive information about you from some of our service providers who assist us with marketing or promotional services related to how you interact with our websites, applications, products, services, advertisements or communications.",N1,we,not_collect,email address,"Please note that if you've opted not to receive legal notice emails from us (or you haven't provided us with your email address), those legal notices will still govern your use of the Services, and you are still responsible for reading and understanding them."
com.auctionmobility.auctions.helmauction,third party,collect,pii,"We may disclose Personal Data to our third party service providers to provide you with the Services, including our third party payment processor.||We may disclose Personal Data to your agent or legal representative (such as the holder of a power of attorney that you grant, or a guardian appointed for you) and may request identity verification before disclosing Personal Data in such a case.",C1,third party,not_collect,pii,We do not sell or rent your Personal Data to third parties..
com.auctionmobility.auctions.helmauction,third party,not_collect,pii,We do not sell or rent your Personal Data to third parties..,C1,third party,collect,pii,"We may disclose Personal Data to our third party service providers to provide you with the Services, including our third party payment processor.||We may disclose Personal Data to your agent or legal representative (such as the holder of a power of attorney that you grant, or a guardian appointed for you) and may request identity verification before disclosing Personal Data in such a case."
com.aspiration.app,we,collect,pii,"We may also share your Personal Information with relevant third parties in the event of a reorganization, merger, sale, joint venture, assignment, transfer, or other disposition of all or any portion of our business, stock, or assets (including in connection with any bankruptcy or similar proceedings).||We will also share Personal Information with Affiliates in other ways necessary to comply with applicable law, as well as to investigate, prevent, or take action regarding illegal activities, suspected fraud, violation of our rights or the rights of others, situations involving potential threats to the physical safety of any person (or any other similar situation), or violations of this Policy, our Terms of Use, or our Privacy Notice.||We use your Personal Information to provide you with our Services, to communicate about additional Services, to improve our Services, to protect our Services and business interests, to comply with the laws and regulations, to conduct legitimate business purposes, to fulfill your requests, and for any other purpose to which you consent under our Terms of Use, or as described in this Policy or our Privacy Notice.||We will only share Personal Information with third parties as described in this Policy, for any purpose to which you consent or direct, or as required by law.||We use industry-standard encryption to ensure your personal information is protected when it is sent to and from our website or app, and when it's stored.||When we periodically audit our systems and Affiliate systems, we may share your Personal Information with Affiliates in order to better secure our Services and business assets.||We will also share Personal Information with Affiliates in order to respond to legitimate and legal requests from governmental authorities or in connection with other legal proceedings.",N1,we,not_collect,geographical location,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: geolocation and Household data."
com.aspiration.app,we,collect,pii,"We may also share your Personal Information with relevant third parties in the event of a reorganization, merger, sale, joint venture, assignment, transfer, or other disposition of all or any portion of our business, stock, or assets (including in connection with any bankruptcy or similar proceedings).||We will also share Personal Information with Affiliates in other ways necessary to comply with applicable law, as well as to investigate, prevent, or take action regarding illegal activities, suspected fraud, violation of our rights or the rights of others, situations involving potential threats to the physical safety of any person (or any other similar situation), or violations of this Policy, our Terms of Use, or our Privacy Notice.||We use your Personal Information to provide you with our Services, to communicate about additional Services, to improve our Services, to protect our Services and business interests, to comply with the laws and regulations, to conduct legitimate business purposes, to fulfill your requests, and for any other purpose to which you consent under our Terms of Use, or as described in this Policy or our Privacy Notice.||We will only share Personal Information with third parties as described in this Policy, for any purpose to which you consent or direct, or as required by law.||We use industry-standard encryption to ensure your personal information is protected when it is sent to and from our website or app, and when it's stored.||When we periodically audit our systems and Affiliate systems, we may share your Personal Information with Affiliates in order to better secure our Services and business assets.||We will also share Personal Information with Affiliates in order to respond to legitimate and legal requests from governmental authorities or in connection with other legal proceedings.",N1,we,not_collect,person name,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: identifiers: Name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, social security number, driver's license number, passport number, or other similar identifiers."
com.aspiration.app,we,collect,pii,"We may also share your Personal Information with relevant third parties in the event of a reorganization, merger, sale, joint venture, assignment, transfer, or other disposition of all or any portion of our business, stock, or assets (including in connection with any bankruptcy or similar proceedings).||We will also share Personal Information with Affiliates in other ways necessary to comply with applicable law, as well as to investigate, prevent, or take action regarding illegal activities, suspected fraud, violation of our rights or the rights of others, situations involving potential threats to the physical safety of any person (or any other similar situation), or violations of this Policy, our Terms of Use, or our Privacy Notice.||We use your Personal Information to provide you with our Services, to communicate about additional Services, to improve our Services, to protect our Services and business interests, to comply with the laws and regulations, to conduct legitimate business purposes, to fulfill your requests, and for any other purpose to which you consent under our Terms of Use, or as described in this Policy or our Privacy Notice.||We will only share Personal Information with third parties as described in this Policy, for any purpose to which you consent or direct, or as required by law.||We use industry-standard encryption to ensure your personal information is protected when it is sent to and from our website or app, and when it's stored.||When we periodically audit our systems and Affiliate systems, we may share your Personal Information with Affiliates in order to better secure our Services and business assets.||We will also share Personal Information with Affiliates in order to respond to legitimate and legal requests from governmental authorities or in connection with other legal proceedings.",N1,we,not_collect,email address,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: identifiers: Name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, social security number, driver's license number, passport number, or other similar identifiers."
com.aspiration.app,we,collect,pii,"We may also share your Personal Information with relevant third parties in the event of a reorganization, merger, sale, joint venture, assignment, transfer, or other disposition of all or any portion of our business, stock, or assets (including in connection with any bankruptcy or similar proceedings).||We will also share Personal Information with Affiliates in other ways necessary to comply with applicable law, as well as to investigate, prevent, or take action regarding illegal activities, suspected fraud, violation of our rights or the rights of others, situations involving potential threats to the physical safety of any person (or any other similar situation), or violations of this Policy, our Terms of Use, or our Privacy Notice.||We use your Personal Information to provide you with our Services, to communicate about additional Services, to improve our Services, to protect our Services and business interests, to comply with the laws and regulations, to conduct legitimate business purposes, to fulfill your requests, and for any other purpose to which you consent under our Terms of Use, or as described in this Policy or our Privacy Notice.||We will only share Personal Information with third parties as described in this Policy, for any purpose to which you consent or direct, or as required by law.||We use industry-standard encryption to ensure your personal information is protected when it is sent to and from our website or app, and when it's stored.||When we periodically audit our systems and Affiliate systems, we may share your Personal Information with Affiliates in order to better secure our Services and business assets.||We will also share Personal Information with Affiliates in order to respond to legitimate and legal requests from governmental authorities or in connection with other legal proceedings.",N1,we,not_collect,identifier,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: identifiers: Name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, social security number, driver's license number, passport number, or other similar identifiers."
com.aspiration.app,we,collect,demographic information,"When you interact with these campaigns, we may collect, use, and share certain personal and non-personally identifiable information, such as demographic details, interests, and contact information.",N1,we,not_collect,geographical location,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: geolocation and Household data."
com.aspiration.app,we,collect,contact information,"When you interact with these campaigns, we may collect, use, and share certain personal and non-personally identifiable information, such as demographic details, interests, and contact information.",N1,we,not_collect,person name,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: identifiers: Name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, social security number, driver's license number, passport number, or other similar identifiers."
com.aspiration.app,we,collect,contact information,"When you interact with these campaigns, we may collect, use, and share certain personal and non-personally identifiable information, such as demographic details, interests, and contact information.",N1,we,not_collect,email address,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: identifiers: Name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, social security number, driver's license number, passport number, or other similar identifiers."
com.aspiration.app,we,collect,contact information,"When you interact with these campaigns, we may collect, use, and share certain personal and non-personally identifiable information, such as demographic details, interests, and contact information.",C6,we,not_collect,identifier,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: identifiers: Name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, social security number, driver's license number, passport number, or other similar identifiers."
com.skimble.workouts,we,collect,person name,"We may collect personally identifiable information as part of Your creation of a Skimble account, such as Your full name, postal address, date of birth, e-mail address, age, and telephone number (""Account Information"").",C2,we,not_collect,pii,"We do not collect personal information automatically, but We may tie this information to personal information about You that We collect from other sources or from information You provide to Us.||While We collect personally identifiable information from You as described earlier in this Policy, We do not collect personally identifiable information from You to monitor Your online activities across third party websites or online services."
com.skimble.workouts,we,collect,phone number,"We may collect personally identifiable information as part of Your creation of a Skimble account, such as Your full name, postal address, date of birth, e-mail address, age, and telephone number (""Account Information"").",C2,we,not_collect,pii,"We do not collect personal information automatically, but We may tie this information to personal information about You that We collect from other sources or from information You provide to Us.||While We collect personally identifiable information from You as described earlier in this Policy, We do not collect personally identifiable information from You to monitor Your online activities across third party websites or online services."
com.skimble.workouts,we,collect,user information,We also do not share any User data collected via a Third-Party Device without User consent.,C6,we,not_collect,pii,"We do not collect personal information automatically, but We may tie this information to personal information about You that We collect from other sources or from information You provide to Us.||While We collect personally identifiable information from You as described earlier in this Policy, We do not collect personally identifiable information from You to monitor Your online activities across third party websites or online services."
com.skimble.workouts,we,collect,email address,"We may collect personally identifiable information as part of Your creation of a Skimble account, such as Your full name, postal address, date of birth, e-mail address, age, and telephone number (""Account Information"").",C2,we,not_collect,pii,"We do not collect personal information automatically, but We may tie this information to personal information about You that We collect from other sources or from information You provide to Us.||While We collect personally identifiable information from You as described earlier in this Policy, We do not collect personally identifiable information from You to monitor Your online activities across third party websites or online services."
com.skimble.workouts,we,collect,pii,"We may collect personally identifiable information as part of Your creation of a Skimble account, such as Your full name, postal address, date of birth, e-mail address, age, and telephone number (""Account Information"").||If We learn We have collected or received personal information from a child under 13 without verification of parental consent, We will delete that information.",C1,we,not_collect,pii,"We do not collect personal information automatically, but We may tie this information to personal information about You that We collect from other sources or from information You provide to Us.||While We collect personally identifiable information from You as described earlier in this Policy, We do not collect personally identifiable information from You to monitor Your online activities across third party websites or online services."
com.skimble.workouts,we,collect,account information,"We may collect personally identifiable information as part of Your creation of a Skimble account, such as Your full name, postal address, date of birth, e-mail address, age, and telephone number (""Account Information"").",C2,we,not_collect,pii,"We do not collect personal information automatically, but We may tie this information to personal information about You that We collect from other sources or from information You provide to Us.||While We collect personally identifiable information from You as described earlier in this Policy, We do not collect personally identifiable information from You to monitor Your online activities across third party websites or online services."
com.skimble.workouts,we,not_collect,pii,"We do not collect personal information automatically, but We may tie this information to personal information about You that We collect from other sources or from information You provide to Us.||While We collect personally identifiable information from You as described earlier in this Policy, We do not collect personally identifiable information from You to monitor Your online activities across third party websites or online services.",C1,we,collect,pii,"We may collect personally identifiable information as part of Your creation of a Skimble account, such as Your full name, postal address, date of birth, e-mail address, age, and telephone number (""Account Information"").||If We learn We have collected or received personal information from a child under 13 without verification of parental consent, We will delete that information."
com.udemy.android,google analytic,collect,contact information,"As part of our use of third-party analytics tools like Google Analytics and data enrichment services like ZoomInfo, we share certain contact information or de-identified data.",N2,third party,not_collect,email address,"We may share your data with third parties under the following circumstances or as otherwise described in this Privacy Policy: with Your Instructors: We share data that we have about you (except your email address) with instructors or teaching assistants for educational content you access or request information about, so they can improve their content for you and other students."
com.udemy.android,advertising network,collect,device information,"We may also allow advertisers to collect System Data through Data Collection Tools (as detailed in Section 2.1), to use this data to offer you targeted ad delivery to personalize your user experience (through behavioral advertising) and to undertake web analytics.",N2,third party,not_collect,email address,"We may share your data with third parties under the following circumstances or as otherwise described in this Privacy Policy: with Your Instructors: We share data that we have about you (except your email address) with instructors or teaching assistants for educational content you access or request information about, so they can improve their content for you and other students."
com.udemy.android,analytic provider,collect,contact information,"As part of our use of third-party analytics tools like Google Analytics and data enrichment services like ZoomInfo, we share certain contact information or de-identified data.",N2,third party,not_collect,email address,"We may share your data with third parties under the following circumstances or as otherwise described in this Privacy Policy: with Your Instructors: We share data that we have about you (except your email address) with instructors or teaching assistants for educational content you access or request information about, so they can improve their content for you and other students."
com.udemy.android,third party,collect,pii,"These service providers may access your personal data and are required to use it solely as we direct, to provide our requested service.",N1,third party,not_collect,email address,"We may share your data with third parties under the following circumstances or as otherwise described in this Privacy Policy: with Your Instructors: We share data that we have about you (except your email address) with instructors or teaching assistants for educational content you access or request information about, so they can improve their content for you and other students."
com.retro.videostatus,we,not_collect,pii,"We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use.",C1,we,collect,pii,"In the following circumstances, we may disclose your personal information according to your wish or regulations by law: By the applicable law within or outside your country of residence, legal process, litigation requests,||In the following circumstances, we may disclose your personal information according to your wish or regulations by law: comply with applicable law (e.g., in response to a valid court order or subpoena);||In the following circumstances, we may disclose your personal information according to your wish or regulations by law: To improve the Services,||In the following circumstances, we may disclose your personal information according to your wish or regulations by law:||How We Use Your Information we may use personal information submitted by you only for the following purposes: Help us develop, deliver, and improve our products and services and supply higher quality service; manage online surveys and other activities you've participated in.||In the following circumstances, we may disclose your personal information according to your wish or regulations by law: To protect our legal rights and interests,"
com.retro.videostatus,we,collect,pii,"In the following circumstances, we may disclose your personal information according to your wish or regulations by law: By the applicable law within or outside your country of residence, legal process, litigation requests,||In the following circumstances, we may disclose your personal information according to your wish or regulations by law: comply with applicable law (e.g., in response to a valid court order or subpoena);||In the following circumstances, we may disclose your personal information according to your wish or regulations by law: To improve the Services,||In the following circumstances, we may disclose your personal information according to your wish or regulations by law:||How We Use Your Information we may use personal information submitted by you only for the following purposes: Help us develop, deliver, and improve our products and services and supply higher quality service; manage online surveys and other activities you've participated in.||In the following circumstances, we may disclose your personal information according to your wish or regulations by law: To protect our legal rights and interests,",C1,we,not_collect,pii,"We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use."
com.retro.videostatus,we,collect,identifier,Anonymous identifiers:we use anonymous identifiers when you interact with services such as advertising services and others.,C2,we,not_collect,pii,"We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use."
com.retro.videostatus,we,collect,device information,We may collect device-specific information.,C6,we,not_collect,pii,"We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use."
com.adveractive.game.justjumbledroid,advertising network,collect,device information,The advertising companies that supply the ads may use information on your device (i.e. device identification) to provide particular advertisements that they believe will be of interest to you.,C7,third party,not_collect,non-pii,We do not share non-personal information with third party companies or individuals.
com.monthurs.solitaire.classic.card,third party,not_collect,pii,We do not sell or rent your personal data to any third party unless it is related to one of the above reasons.,C1,third party,collect,pii,"Your Personal Data will be shared with third parties||In the event you use a third-party social network or platform to access our Services, this third party may provide your personal data to us if you so allow."
com.monthurs.solitaire.classic.card,third party,collect,pii,"Your Personal Data will be shared with third parties||In the event you use a third-party social network or platform to access our Services, this third party may provide your personal data to us if you so allow.",C1,third party,not_collect,pii,We do not sell or rent your personal data to any third party unless it is related to one of the above reasons.
auto.answering.air.call,we,not_collect,pii,"We do not collect Personal Information. """,C1,we,collect,pii,"What personal information do we collect from the people that visit our blog, or app?"
auto.answering.air.call,we,collect,pii,"What personal information do we collect from the people that visit our blog, or app?",C1,we,not_collect,pii,"We do not collect Personal Information. """
photofashion.frame.videostoriesdownload,we,not_collect,pii,"We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use.",C1,we,collect,pii,"We do not disclose, or sell your personal information such as your name, local address, and photo to the third party without your prior consent.||We do not disclose your non-personal or personal information."
photofashion.frame.videostoriesdownload,we,collect,pii,"We do not disclose, or sell your personal information such as your name, local address, and photo to the third party without your prior consent.||We do not disclose your non-personal or personal information.",C1,we,not_collect,pii,"We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use."
photofashion.frame.videostoriesdownload,we,collect,person name,"We do not disclose, or sell your personal information such as your name, local address, and photo to the third party without your prior consent.",C2,we,not_collect,pii,"We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use."
com.ruleoffun.mrbomb,we,not_collect,pii,We do not collect any personal information whatsoever.,C1,we,collect,pii,"you download and use our mobile applications, or surf our Websites, we dont require you to provide any information and we dont collect any personal information, except general information like unique device identifiers, or cookies (as specified above) to anonymously identify your computer or device so we can deliver a better experience."
com.ruleoffun.mrbomb,we,collect,pii,"you download and use our mobile applications, or surf our Websites, we dont require you to provide any information and we dont collect any personal information, except general information like unique device identifiers, or cookies (as specified above) to anonymously identify your computer or device so we can deliver a better experience.",C1,we,not_collect,pii,We do not collect any personal information whatsoever.
com.ruleoffun.mrbomb,we,collect,device identifier,"you download and use our mobile applications, or surf our Websites, we dont require you to provide any information and we dont collect any personal information, except general information like unique device identifiers, or cookies (as specified above) to anonymously identify your computer or device so we can deliver a better experience.",C2,we,not_collect,pii,We do not collect any personal information whatsoever.
de.twokit.castbrowser,we,not_collect,pii,"For your convenience and safety we explicitly DO NOT collect the following personal information: credit card information: We do not request, collect or process any credit card information from you.||A request for deletion of personal information collected by the App is not necessary in the EEA territory, as the App does not collect any personal information at all in the EEA territory, only non-personalized data.||For your convenience and safety we explicitly DO NOT collect the following personal information: account information:",C1,we,collect,pii,"If you have any questions or inquiries regarding this privacy policy or how we use your personal information, please send an email to info@video-tv-cast.com with subject ""privacy"".||We do not sell personal information about our customers.||TV or streaming service providers: We may share personal information with TV or streaming service providers like Google, Samsung or LG to enable video casting on third party devices like TVs or streaming players.||We never collect any personally identifying data for any purpose unless expressly initiated by you, the user.||We only share your personal information as necessary, such as to complete a transaction or to provide a product or service you have requested or authorized and only with vendors or agents working on our behalf for the purposes described in this privacy policy.||We collect the following kinds of data: Personal information||Sale or Merger: We may share your non-personal and personal information in the event of a merger, acquisition, or sale of all or a portion of our assets."
de.twokit.castbrowser,we,collect,pii,"If you have any questions or inquiries regarding this privacy policy or how we use your personal information, please send an email to info@video-tv-cast.com with subject ""privacy"".||We do not sell personal information about our customers.||TV or streaming service providers: We may share personal information with TV or streaming service providers like Google, Samsung or LG to enable video casting on third party devices like TVs or streaming players.||We never collect any personally identifying data for any purpose unless expressly initiated by you, the user.||We only share your personal information as necessary, such as to complete a transaction or to provide a product or service you have requested or authorized and only with vendors or agents working on our behalf for the purposes described in this privacy policy.||We collect the following kinds of data: Personal information||Sale or Merger: We may share your non-personal and personal information in the event of a merger, acquisition, or sale of all or a portion of our assets.",C1,we,not_collect,pii,"For your convenience and safety we explicitly DO NOT collect the following personal information: credit card information: We do not request, collect or process any credit card information from you.||A request for deletion of personal information collected by the App is not necessary in the EEA territory, as the App does not collect any personal information at all in the EEA territory, only non-personalized data.||For your convenience and safety we explicitly DO NOT collect the following personal information: account information:"
de.twokit.castbrowser,we,collect,email address,We collect the following kinds of data: Email address,C2,we,not_collect,pii,"For your convenience and safety we explicitly DO NOT collect the following personal information: credit card information: We do not request, collect or process any credit card information from you.||A request for deletion of personal information collected by the App is not necessary in the EEA territory, as the App does not collect any personal information at all in the EEA territory, only non-personalized data.||For your convenience and safety we explicitly DO NOT collect the following personal information: account information:"
de.twokit.castbrowser,we,collect,person name,We collect the following kinds of data: Name,C2,we,not_collect,pii,"For your convenience and safety we explicitly DO NOT collect the following personal information: credit card information: We do not request, collect or process any credit card information from you.||A request for deletion of personal information collected by the App is not necessary in the EEA territory, as the App does not collect any personal information at all in the EEA territory, only non-personalized data.||For your convenience and safety we explicitly DO NOT collect the following personal information: account information:"
